policy,lambda,replica,seed,duration,warmup,mu0,mu1,mu2,X,E_R,E_TQ,E_N,U0,U1,U2,n_arrived,n_after_warmup,n_completed,drop_prob
shortest_queue,0.6,9,1009,5000.0,500.0,1.0,1.0,1.0,0.5773333333333334,1.025208915970112,0.028236729541628352,0.5916623265026416,0.19747892199466036,0.1935663194884321,0.18432135465963614,2903,2597,2597,0.0
shortest_queue,0.6,10,1010,5000.0,500.0,1.0,1.0,1.0,0.586,1.0099025679568983,0.01856539710918156,0.5915866446346008,0.1922466726417241,0.19204801100800606,0.19640851263508813,2959,2638,2638,0.0
shortest_queue,1.2,1,1001,5000.0,500.0,1.0,1.0,1.0,1.156,1.1152673248407405,0.11483739918804135,1.289239186551819,0.39187689420554983,0.3725086878270757,0.39210157105781807,5768,5202,5202,0.0
shortest_queue,1.2,2,1002,5000.0,500.0,1.0,1.0,1.0,1.1662222222222223,1.1071157151375672,0.11618009865665929,1.2910708859930353,0.38557175556587475,0.38785182657559086,0.38215549101820434,5854,5248,5248,0.0
shortest_queue,1.2,3,1003,5000.0,500.0,1.0,1.0,1.0,1.195111111111111,1.1252955343912596,0.1296111884229914,1.3448606872424445,0.40526319441280195,0.3919345695335074,0.3927919543738221,5961,5377,5377,0.0
shortest_queue,1.2,4,1004,5000.0,500.0,1.0,1.0,1.0,1.1848888888888889,1.1390195768159228,0.14312122579349348,1.3492471341939416,0.39491531191116813,0.38526438109897104,0.3995164956937733,5886,5331,5331,0.0
shortest_queue,1.2,5,1005,5000.0,500.0,1.0,1.0,1.0,1.2024444444444444,1.1078004084339006,0.11989463015111688,1.3318478729260492,0.40014050997852557,0.3903577441192093,0.3971563436332369,6040,5412,5412,0.0
shortest_queue,1.2,6,1006,5000.0,500.0,1.0,1.0,1.0,1.208,1.1177311141205972,0.12338606189350987,1.3502679154966093,0.3979931045538239,0.3936434944725415,0.4095535345780198,6044,5437,5437,0.0
shortest_queue,1.2,7,1007,5000.0,500.0,1.0,1.0,1.0,1.221111111111111,1.104757855533111,0.11987633406833877,1.349008223793171,0.3969436492361958,0.4064914358672202,0.3991908151996405,6126,5495,5495,0.0
shortest_queue,1.2,8,1008,5000.0,500.0,1.0,1.0,1.0,1.2182222222222223,1.1663226767909096,0.14243989573461632,1.4204053590179304,0.4161905149485923,0.4196795189344227,0.41098022550982677,6066,5483,5483,0.0
shortest_queue,1.2,9,1009,5000.0,500.0,1.0,1.0,1.0,1.1742222222222223,1.1650123957267347,0.15351952997462762,1.3682195443980596,0.39044066517420684,0.40352975851795025,0.39394896161347864,5872,5285,5285,0.0
shortest_queue,1.2,10,1010,5000.0,500.0,1.0,1.0,1.0,1.19,1.1285157665986163,0.13529784023238292,1.342762799552909,0.3954146739115798,0.39071965457957203,0.3955939749985016,5985,5356,5356,0.0
shortest_queue,1.8,1,1001,5000.0,500.0,1.0,1.0,1.0,1.7462222222222221,1.3820324877473802,0.3846061884002226,2.4124742294621546,0.5855856328175514,0.5803371816438048,0.574943542012156,8725,7858,7858,0.0
shortest_queue,1.8,2,1002,5000.0,500.0,1.0,1.0,1.0,1.7666666666666666,1.3482759864684744,0.3601677518924822,2.3821515117076277,0.5847138157030128,0.5806111446696343,0.5805537896381948,8830,7952,7952,0.0
shortest_queue,1.8,3,1003,5000.0,500.0,1.0,1.0,1.0,1.8104444444444445,1.4128730697050222,0.4123144095814943,2.5584596175238863,0.6031068308233751,0.6072776706062105,0.6015268579765876,9046,8143,8143,0.0
